text,source,PORNOGRAFI,SARA,RADIKALISME,PENCEMARAN_NAMA_BAIK
poligami tu dpat izin istri pertama nikah resmi negara kalau nikah siri bego ceweknya punya status hukumnya,instagram,0,0,0,0
 iya alah menangkanlah jihad negeri dan di segala penjuru muka bumi alahu akbar,kaskus,0,0,0,0
aku ngimpi sentilin biji babi ahok pcetar pcetar langsung kejang die ngadu jokowi jokowi makanye sunat dulu baru bicara almaidah,twitter,1,1,0,1
beda lah ngentot kalau agma kamu kan cuma mengurus memek cewek poligami pedofil yah penting blon kubus di sembah orang gila jarak jauh triak brisik anjeng,kaskus,1,1,0,1
pelajaran penting memek amoi enak becek kapan icip icip kalau bukan lewat mei tertawa makanya dukung prabowo jadi presiden mungkin kesempatan icip icip memek amoi bisa terjadi,kaskus,1,0,0,1
om cabul kumat rwek ku bunuh pacarmu sat remas tetek kananmu depan kedua mataku ganti lirik dewa,twitter,1,0,0,0
sini cakgu ajarin yah sayang tetek yang same tits cakgu punya bigtit lho cuba kamu remas upin,twitter,1,0,0,0
ceramahnya abu marlo berisi bagaimana merakit bom anjuran membunuh kafir sih jadi diangap aneh sama kaum fundies sini,twitter,0,0,1,1
pret sumbu pendek bahlul susul itu junjungan kamu bui sekalian belajar rakit bom juta populasi wni indonesia versi toilet kencing onta hax juta muslim jadi alumni monas yang lainx kafir pic twiter com,twitter,0,1,1,1
open yah line tiarakhrisma openvcs vcs videocalsex videobokep customer service ps phonesex chatsex sange porno ngewe bisyar bispak bokepindo memekbasah taoge senggama testivcs testics testips testichatsex testivideocalsex,twitter,1,0,0,0
hati hati modal sih cina sipit bajingan keparat menatap pilpres jangan ketipu angap berita dia berita tai semua,kaskus,0,1,0,1
iya sama cine kamu kasar iya ternyata dasar cina ganyang cine loleng cina naskleng,twitter,0,1,1,1
ayo jihad kok bunuh diart bung oky aku bantu kamu cincang jadi sate babi,twitter,0,0,1,0
kucing kampung kura kura brazil monyet abu abu beruk sumatera katak pohon kadal papua python jawa tarantula jawa semuanya,twitter,0,0,0,0
aksi teriak ganyang cina kafir bakal diputar bioskop milik cina kafir mau diputar layar tancep,twitter,0,1,1,1
ayo bunuh orang kafir ai sekalian bulan madu mlem jum at wktux cri mangsa,twitter,0,0,1,0
bangsad teteklu kurang angin banci sana gih ketukang tambel dilarang minta tambahin angin sekalian teteklu minta ganti sama dilarang dum trek,instagram,1,0,0,1
sat mca kegaruk polisi rame teriak jangan bawa muslim lha kalau provokasinya berhasil indonesia menjadi negara khilafah rame teriak jihad jalan alah kelakuan inilah buat sesama muslim saling bunuh diberbagai belahan dunia islamphobia,twitter,0,0,0,0
yang bilang vip mohon terminal kedatangan public bukan terminal vip kaya halim punya terminal khusus vip kalau internasional flight sebenarnya susah banget prosudernya saja kru boleh lewatin batas kalau dapat izin imigrasi yah mah apa kalau hanya rakyat biasa,instagram,0,0,0,0
kamu gay homo sukanya pamer saldo kan tumben mewek sini grup gojek sombongnya ketulungan sini mewek,kaskus,0,0,0,1
tu suara ngak yang lebih bagus iya keselek rante kapal suara kamu memang begono goyanganya kenapa sih pamer sekali palsu semua,instagram,0,0,0,1
bahan coli bokepsemi bokepindo sepong amoy bisyar lonte jarang dibelai ejakulasi igo amoysange panlok sange ngewe memek tante senggama seks janda seksi bispak birahi tetek puting jilmek seks kontol twiter com sudsuzt,twitter,1,0,0,0
panjang cm berurat tegang penuh dng peju malam kontol aku buat kamu dear sange memek senggama hardsex,twitter,1,0,0,0
katanya mayoritas katanya punya umat juta siap bela agama katanya siap jihad bela agama punya kelompok radikal paling besar punya jaringan teroris bawa agamanya kok mewek nya paling kenceng iya,kaskus,0,0,0,1
biar transgender tetap salat memakai peci lain nya kakak luna lah menghibur biar dia termaksud orang lgbt dia tahu konsekuensi nya azab alah jadi yang manusia normal tetap doakan biar kakak luna inshaf,instagram,0,0,0,0
bagaimana suami pulang kak kakak pakaianya mengumbar kesexian mbuat lelaki tergoda sharusnya kesexian kakak cuma buat suami kakak,instagram,0,0,0,0
menganti dasar negara khilafah islamiah tentang kita warga negara beragama islam harus saling mengingatkan saling menasehati menunaikan nilai ajaran agama ketentuan agama bukan tafsir diri sendiri,twitter,0,0,0,0
manusia harus kamu mute twetnya twetnya wagu sengit gawan masih bahas kejelekan ahok khilafah negara islam,twitter,0,0,1,0
makin waras anak babi tertawa kalau kata kamu nastak babi berarti emak babak kamu kata kamu tadi jadi nastak babi dong juga jadi kamu anak babi dong tertawa,kaskus,0,0,0,1
segenap muslim cyber army terus gaungkan kebenaran terus gemakan kebenaran jangan pernah berhenti ingat mca melawan fitnah bukan membuat fitnah mca melawan kebohongan bukan membuat kebohongan mca melawan bathil bukan membuat kebathilan pic twiter com,twitter,0,0,1,0
buruan kabur admin kawan kamu kena tangkap tu berita kamu ada bermutu admin kebencian lah saralah palsu lah kabur admin arab,instagram,0,0,0,0
abang akak nak hilangkan jerawat jeragat parut muka pori pori orang jual ubat herbal terbaik kat malaysia jom visit pemesanan sekarang tengah promo lepas big discount jom pemesanan sekarang wechat id whatsap ,instagram,0,0,0,0
biarkan bahagia kemolekan kecantikan tubuhnya oplas semua biarkan banga punya payudara besar palsu biarkan dia sedih kesakitan siksa alam kubur coming son mengubah kodratnya sendiri,instagram,1,0,0,0
tertawa kamu kira xiaomi brand baru buat sekarang mikir lah kalau bilg nya untung tipis masalah kalau bilg rugi otak kamu dengkul kalau percaya sok mengerti startup,kaskus,0,0,0,0
ayo berjihad membunuh kafir makanya bunuh biar pahala aku cont,twitter,0,0,1,0
yang berkomentar nyaman sama perilaku wrang papua paling benar kelen dukung merdeka biar pisah indonesia ngatur diri sendiri kan susye amatan,twitter,0,0,0,0
najis orang gila banget febzsukakontol mau coba coba aku mention masukkan kontol dalam memek frontaldikitlah,twitter,1,0,0,0
rusuhan wew kamu ngmgin isinya kosong lebih baik kamu kesini kakak laki laki sepong kontol aku tertawa,twitter,1,0,0,0
tertawa wajar kok bang kalau anak perempuan pertama dekat sama bapaknya emaknya meski cinta keduanya sama besarnya sih buah hati,instagram,0,0,0,0
kamu kate waktu sesingkat semua masukan kamu dijalankan seketika sungai bersih jernih berbau rasional dikit lah penanganan at least melakukan daripada bersikap masa bodo quote legendaris bukan urusan atau menyalahkan pihak seperti pendahulunya col,kaskus,0,0,0,0
mentong ine susan e minta dilempari batu dasar cina susan siapa o ganyang susan,twitter,0,1,1,1
eh anji g biadab benci islam kamu bilang kalian bom gereja hai umat nabi palsu dasar anji kamu laknat kalian mengebom gereja sekarang kalian menyalahkan membenci islam memang dasar anji kamu cocok lah kamu jadi umat nabi palsu kerjanya bisa ngent t bahkan istri anak angkatnya diento pantas lah umatnya umat nya kalian mengebom rumah ibadah orang bahkan mau play victim anji kamu,kaskus,0,1,1,1
kamu salam syiah asad trit kaskusmu banyak pendukungnya ditungu ketemu pintu neraka katanya juga,kaskus,0,0,0,1
ah kotoran anjing babi senggama kontol memek bangsat ah kesel aku anjing,twitter,1,0,0,0
penyebaran informasi palsu fitnah politik menjadi sangat masif memasuki awal tahun tersebut diduga bersaman momen pemilihan kepala daerah serentak akan digelar pertengahan tahun kerap menyebarkan informasi palsu konten mengandung isu sara sentimen agama berkumpul kelompok bernama muslim cyber army mca sejauh aktif dunia maya menyebarkan informasi palsu provokatif cenderung fitnah mengeksploitasi isu sara sentimen agama kepentingan kelompoknya meskipun mengaku beragama islam kelakuan kelompok tersebut sangat islami bahkan kadang memusuhi saudara seagama sendiri atas dasar perbedan kepentingan politik akhir akhir mca menyebarkan pesan maklumat perang cyber dunia maya sasaran pdip presiden jokowi keduanya diangap musuh umat islam pesanya atas menghimbau jejaring mca menyerang menengelamkan semua calon kepala daerah diusung pdip pemilihan kepala daerah serentak lagi fitnah dihembuskan sendiri para calon pemimpin daerah tersebut memiliki agenda memberantas umat islam kemudian hari saja informasi disebarkan jaringan mca tersebut merupakan fitnah keji bentuk ujaran kebencian sudah melebih batas wajar sebaiknya aparat keamanana segera menindak para pengacau situasi keamanan tersebut indonesia berubah menjadi arena pertarungan antar anak bangsa sendiri politik pecah belah a lah mca pahami bersama berbagai fitnah informasi palsu disebarkan jaringan mca pdip berlatar belakang sangat politis tersebut ditempatkan bagian manuver politik dilakukan para lawan politik menghancurkan elektabilitas partai berlambang moncong putih operasi siber tersebut berperan pembentukan opini negatif dunia maya kemudian sebagaimana tahu operasi jaringan mca tersebut dibekingi para politisi pengusaha berseberangan istana sat bekerja kepentingan politik mereka sat itu mereka ternyata mengidap penyakit delusi mana mengatakan pemerintahan jokowi panik serangan mca sehinga badan siber sandi negara bsn dibentuk pemerintah padahal tahu sendiri pembentukan bsn pengunan mesin sensor negatif bukan karena ketakutan pemerintah mca justru mencegah penyebaran konten negatif dunia maya hal itu merupakan wujud komitmen pemerintah menghilangkan konten memecah belah bangsa negara indonesia pengunan isu primordial kontestasi politik itu sebenarnya adalah sinyal kelompok jaringan politik mca tersebut memiliki kompetensi bersaing sehat mereka biasanya tidak memiliki visi misi program kerja jelas membangun masyarakat karenanya untuk memenangkan calonya tersebut mereka menghalalkan segala cara salah satunya menyebarkan fitnah informasi palsu ujaran kebencian warganet waras kita tidak perlu ikuti himbauan arahan jaringan mca media sosial itu justru sebaliknya kita harus bisa mencegah fitnah informasi palsu itu tidak meluas kita jaga rumah bersama bernama republik indonesia dari bahaya politik pecah belah mengunakan sentimen sara sebagaimana disebarluaskan jaringan mca tersebut,kaskus,0,0,0,0
cek instagram ayo menjual berbagai jenis pakaian wanita terkini kekinian dijamin termurah seinstagram buruan grab its cepat,instagram,0,0,0,0
memalukan kalian sehrsnya merasa malu mama papua selama mereka mendptkan keadilan pemerintah subsidi bm dulu sat sdng dialihkan menolong omak omak di papua dasar bodoh memalukan kamu pikir prabowo nurunin harga senak jidatnya,twitter,0,0,0,0
yaelah mana babi rumah toko sales mekirata terguncang dong bi dipecat kamu bi bulan,kaskus,0,0,0,1
buset apa kate kamu deh jancuk apa perlu aku buka instagram aku biar kamu lihat aku cewek tulen apa banci mbak tolol mbak kampung ada otak,instagram,0,0,0,1
teruslah kalian kampanye isu khilafah indonesia beberapa simpul internasional siap biayai jaringan anak muda kepulauan sumatera kalimantan sulawesi bali papua dirikan negara sendiri pisah pulau jawa dirikan negara khalifah jawa,twitter,0,0,0,0
stok bidadari menipis juragan sekarang modelnya paket per kelompok jadi sebentar bidadari per kelompok per orang,kaskus,0,0,0,0
pasti versi al qur an makanya khilafah jangan dibenci harus diluruskan banyak rakyat terjebak soal,twitter,0,0,1,0
ati orang munafikun kafir punya bom nuklir tingal lepas byebye fever to lebih kalau bilang takut lihat ginian mah justsaying egeriboneka status ,twitter,0,1,1,1
eh admin kalau mau bidadari perlu segininga kali hoaxnya katanya baik katanya calon penghuni surga masak kelakuan lebih buruk anjing surga bukan tempat anjing macam kalian admin suruh kim jong wo tangung jawab masalah penculikan mahasiswa masalah kasus munir juga bakal hatrik itu orang perlu sebut cina cina cina kafir kafir terus admin diri kamu belum baik bagaimana mau mengklime surga aneh sekali admin nya pengecut,instagram,0,0,0,1
jilat remas gigit puting susu cewek hot jilat remas gigit puting susu cewek hot puting susu cewek jilat,twitter,1,0,0,0
tertawa nyadar jhon kok cina aku aceh kapreh merdeka kasih phon lon ganyang more,twitter,0,1,0,0
buset kakak perempuan angita gencar iklan bro minat harap cek toko toko sebelah pemesanan hohoho,kaskus,0,0,0,0
panjang cm berurat tegang penuh dng peju malam kontol aku buat kamu dear sange memek senggama hardsex bdsm,twitter,1,0,0,0
gantiagama tingalkan agama bisa menjadikan menjadi teroris biadab membunuh atas dasar agama membunuh membela tuhan membunuh membela nabi membunuh membela kitab suci ajaran ajaran berbicara sembarangan semuanya lihat kelakuanya biadab kan,kaskus,0,0,0,1
benar benar manjalitach ichigo akan ngalahin syahrini deh ini bener wanita sempurna deh aku sukak,instagram,0,0,0,0
mulut kok bulu keteknya cukur dulu sana baru bebencongan tebar halu dasar kaum sodom,instagram,1,0,0,1
iya ampun otot lucinta luna ngalahin atlit ikut asian games lucinta ikut asian games indonesia emas biar manfatnya negara jadi netizen terutama pembenci berubah baik mas lucinta,instagram,0,0,0,0
halo kakak ibu izin folow iya salam kenal dewi konsultan jafra barangkali kakak tertarik perawatan jafra alhamdulilah jafra terdaftar bpom mempunyai sertifikat halal berbahan herbal nomor mercury aman ibu hamil ibu menyusui produknya buat ketergantungan insyaloh selalu solusi setiap keluhanya mau tanya produk jafra ya kakak barangkali cari penghasilan tambahan ngobrol dulu ayo more informasi instagram whatsapp ,instagram,0,0,0,0
paha kiri cewek dibuka lebar masuknya kontol lubang memek masuk semua jari tangan kiri bisa usap usap itil cewek baru disebut posisi santai enak whatsapp cal sms ,twitter,1,0,0,0
santai kamu anjing perlu nge gas pakai goblok in aku satu peryatan aje kamu mengambil kesimpulan coba kamu tahu poin dikritik waktu memberikan kartu kuning bukan asmat doank nag sekarang tidak tindak lanjut pemerintah dari poin di kritik nya otak kamu bego pakai sok sangar paling hidup kamu jadi injekan orang,kaskus,0,0,0,1
iya ampun lihat komenan nya ada satupun positif paling lebih baik online shop itupun jualan punya instagram buat nyinyirin sealam semesta percuma kali,instagram,0,0,0,0
takbir nji mengacungkan golok bunuh kafir ganyang cina usir cina yawoloh nji piring kamu kepala kapir hasil pengalan anak buah kamu,twitter,0,1,1,1
ngepen paporit keras kepala tante girang janda mbutuhkan kpuasan birahi krena tidak mau kontol masuk memek psk,twitter,1,0,0,0
puja yahweh sejarah pencitran bakso rebu kuat beli rokok pokoknya periode hel yu yeah,kaskus,0,0,0,0
amin semoga semoga sih tulang lunak cepat sadar jadi op memek kamu butuh titit buat buat anak ingat banci jodoh kamu wanita banci,instagram,1,0,0,1
oi kafir jangan membwa agama ingt orang yahudi lihat timur sna hujan bom menghantui suriah palestina irak dulu paham,twitter,0,1,1,1
kamu sedang apa ngepost ginian trit motivasi nyambung banget kotoran sana balik kandang kamu bp kotoran nastak nasbung gaboleh kumpulkumpul lonje edit post nasbung nastaknya disunat momod terima kasih momod ber,kaskus,0,0,0,1
iya begitulah kira kira kalau iya muslim indonesia hidup cina sini bukti nya apa muslim baik sama cina muslim toleransi sama cina memang sih sebagian cina jahat harus ganyang namanya manusia yang baik yang jahat,twitter,0,1,0,0
iya makanya bilang enak iya jemput sana mengingat selama selalu dijemputnya terminal,instagram,0,0,0,0
jihad kalau etamah alahu akbar alahu akbar dez dez dug dug dug ayo bunuh,twitter,0,0,1,1
mah niru nabi kali cd pki kejam pki militer melakukan kekejaman gs kalangan militer militer memang didikanya itu teroris adalah warga sipil tidak punya latar belakang didikan keras milter bisa buas barbar biadab meneladani sunah nabi najis,kaskus,0,0,0,1
memaksakan penafsiranmu al qur an orang tanda kebodohanmu memahami ruhani hamba hamba alah kemampuan seseorang memahami makna al qur an amat bergantung derajat kualitas keruhanian orang tersebut di kitab alah meliputi empat perkara ibarat isyarat lathoif haqoiq alqur an berfungsi sbgai ibarat bagi orang awam saya sebagai isyarat bagi orang khusus sebagai lathoif bagi wali alah sbgai haqoiq adalah bagi nabi dasarnya ngak mempunyai kemampuan sendiri ntk memahami al qur an menempatkan diri sepenuhnya kekuasan al qur an jadi ojo rumongso tafsiranmu sontoloyo itu sudah mantap sekali terjemahan hinga mudah mengkofar kafirkan orang mengangap toghut negeri didirikan para ulama terdahulu sebagian orang awam mengangap bodoh orang sebenarnya alim hanya karena mempunyai pendapat berbeda dirinya sebagian orang awam mengangap alim orang sebenarnya bodoh hanya karena sama pendapatnya dirinya font verdana arial helvetica yesus berkata iya bapa ampunilah sebab tidak tahu apa yang mereka perbuat mereka membuang undi membagi pakaian nya lukas ,kaskus,0,0,0,0
apa kabar bilionaire kawasan padang pasir lupa sibuk membeli klub bola koleksi mobil mewah tertawa tertawa tertawa,kaskus,0,0,0,0
eh muka sampah muka kamu tidak brani nampakin diri dasar muka sampah ciut kamu setan,instagram,0,0,0,1
kasian lihatnya di sakiti pria di cintai jadi makin gila sih fatah,instagram,0,0,0,0
pusat souvenir pernikahan termurah se instagram harga mulai cek koleksinya instagram juragan sista whatsapp klik link di bio,instagram,0,0,0,0
mbak nya situ prmpuan apa laki kalau prmpuan gbkal mamer aurat kea gtu ingt dosa woi,instagram,0,0,0,0
pistol bom mechine gun bayak ialah senjata orang kafir bagi muslim senjata yang paling tenaga ialah doa,twitter,0,1,1,1
